master_id,language,review_text,title,rating,sentiment,category,designation,company,date,source
MR-3312,Hindi,इस कीमत के अंतर्गत किफायती उत्पाद. संभालना और उपयोग करना आसान है। इस उपयोगी उत्पाद के लिए अमेज़ॅन को धन्यवाद,सबसे अच्छा आसान ड्रायर,3,Neutral,General,,,,real
MR-3313,Hindi,1000 से कम कीमत वाले बढ़िया वायर्ड इयरफ़ोन इसके लिए उपयुक्त हैं,सर्वश्रेष्ठ वायर्ड इयरफ़ोन,4,Positive,General,,,,real
MR-3314,Hindi,पैसा वसूल। कोई तामझाम नहीं।,"बुनियादी, नंगी हड्डियाँ।",4,Positive,General,,,,real
MR-3315,Hindi,"""फ़ायरबोल्ट निंजा कॉल प्रो पल्स घड़ी एक प्रभावशाली घड़ी है जो शैली को उन्नत सुविधाओं के साथ जोड़ती है। इसका चिकना डिज़ाइन सुंदरता को दर्शाता है, जो इसे आकस्मिक और औपचारिक दोनों अवसरों के लिए उपयुक्त बनाता है। घड़ी में कॉल सूचनाओं सहित कई कार्यात्मकताएं हैं, जो इसे सुविधाजनक बनाती हैं चलते-फिरते जुड़े रहने के लिए, इसकी पल्स ट्रैकिंग सुविधा आपके स्वास्थ्य और फिटनेस के स्तर के बारे में बहुमूल्य जानकारी प्रदान करती है, एक विश्वसनीय बैटरी बैकअप के साथ, आप कुल मिलाकर अपनी व्यस्त जीवनशैली को बनाए रखने के लिए इस घड़ी पर भरोसा कर सकते हैं पल्स घड़ी शैली, कार्यक्षमता और सुविधा का एक आदर्श मिश्रण प्रदान करती है, जो इसे बहुमुखी और विश्वसनीय घड़ी चाहने वाले किसी भी व्यक्ति के लिए एक योग्य निवेश बनाती है।","""फायरबोल्ट निंजा कॉल प्रो पल्स: स्टाइल और कार्यक्षमता का अंतिम मिश्रण""",5,Positive,General,,,,real
MR-3316,Hindi,"वास्तव में एक अच्छा माइक्रोफोन, कीमत उचित है और गुणवत्ता भी, मूर्ख मत बनो क्योंकि इसमें शोर रद्दीकरण नहीं है क्योंकि यह वह माइक नहीं है लेकिन इस कीमत के लिए यह अद्भुत है! पीसी में ऑडेसिटी और एंड्रॉइड में डॉल्बी साउंड रिकॉर्डर जैसी ध्वनि को हटाने के लिए शाश्वत सॉफ्टवेयर का उपयोग किया जा सकता है",कीमत के हिसाब से बिल्कुल ठीक!!,3,Neutral,General,,,,real
MR-3317,Hindi,अक्षर स्पष्ट नहीं हैं,स्पष्टता बेहतर होनी चाहिए थी,2,Negative,General,,,,real
MR-3318,Hindi,यह 645 की छूट दर पर मिला!!!यह वास्तव में पैसे के लायक उत्पाद है,इसके लिए जाओ!!!,5,Positive,General,,,,real
MR-3319,Hindi,"मुझे फायर-बोल्ट ऐस लक्ज़री फीनिक्स से बहुत उम्मीदें थीं, मैं विशेष रूप से इसके 1.43"" AMOLED डिस्प्ले को लेकर उत्साहित था, जो स्पष्ट दृश्य और जीवंत रंगों का वादा करता था। स्टेनलेस स्टील फिनिश ने इसे एक सुंदर रूप दिया, जिससे मैं इसे अपनी कलाई पर पहनने के लिए उत्सुक था। हालाँकि, मेरा उत्साह अल्पकालिक था, मुख्य रूप से इसकी झुकी हुई स्क्रीन सुविधा के निराशाजनक कार्यान्वयन के कारण। एर्गोनोमिक दुःस्वप्न: झुकी हुई स्क्रीन, जिसे मैंने शुरू में सोचा था कि यह एक अभिनव सुविधा होगी, लाभ की तुलना में अधिक उपद्रव साबित हुई। पठनीयता और इंटरेक्शन को बढ़ाने के बजाय, इसने मेरी कलाई पर असहज स्थिति में दबाव डाले बिना सूचनाओं और मेट्रिक्स को देखना अजीब बना दिया है। ऐसा लगता है कि इस डिज़ाइन विकल्प ने उन प्राकृतिक कोणों को नजरअंदाज कर दिया है जिन पर घड़ियाँ आम तौर पर देखी जाती हैं। सूरज की रोशनी में सीमित दृश्यता: AMOLED डिस्प्ले के बावजूद। संभावित रूप से, झुकी हुई स्क्रीन ने सीधी धूप के तहत दृश्यता को काफी प्रभावित किया, झुकाव के कारण चकाचौंध बढ़ गई, जिससे छाया की तलाश किए बिना या घड़ी की स्थिति को बड़े पैमाने पर समायोजित किए बिना स्क्रीन को पढ़ना लगभग असंभव हो गया, जो चलते समय हमेशा संभव नहीं होता है। स्पर्श प्रतिक्रिया: ऐसा लगता है कि झुकी हुई स्क्रीन ने स्पर्श प्रतिक्रियाशीलता को भी प्रभावित किया है। मेनू के माध्यम से स्वाइप करना और विकल्पों का चयन करना धैर्य की परीक्षा बन गया, स्क्रीन अक्सर स्पर्शों को सटीक रूप से पंजीकृत करने",झुकी हुई स्क्रीन के साथ निराशाजनक अनुभव - फायर-बोल्ट के लिए एक गँवाया अवसर,1,Negative,General,,,,real
MR-3320,Hindi,"हालाँकि टीवी अच्छा है, लेकिन ऑर्डर करते समय उन्होंने हमें दिखाया कि इसे उसी दिन इंस्टॉल करना होगा और फिर 2 दिनों तक उन्होंने टीवी इंस्टॉल नहीं किया और कुल मिलाकर यह बहुत बुरा अनुभव था। इसलिए स्टार और रेटिंग टीवी के लिए नहीं हैं लेकिन उनके द्वारा प्रदान की गई सेवा के लिए",टीवी अच्छा है,2,Negative,General,,,,real
MR-3321,Hindi,कॉल के लिए वास्तव में अच्छा है.. लेकिन संगीत के लिए बहुत खराब है,ध्वनि की गुणवत्ता अच्छी नहीं है,3,Neutral,General,,,,real
MR-3322,Hindi,"एन्क बहुत अच्छा है. मेरे कान में अच्छी तरह से फिट बैठता है। मैं इसे बिना किसी असुविधा के लंबे समय तक उपयोग करने में सक्षम हूं। खरीदारी के कुछ दिनों के बाद ही मुझे सस्ती कीमत पर किसी भी ब्रांड का बेहतर मॉडल नहीं मिला। वैसे भी मैं इससे संतुष्ट हूं। एकमात्र समस्या यह है कि जब मैं इयरफ़ोन को नीचे गिरा दें, वे लाइनअप नहीं होते हैं और स्वचालित रूप से चिपक जाते हैं।",अच्छा और आरामदायक,5,Positive,General,,,,real
MR-3323,Hindi,दिखाए गए चित्र के अनुसार रंग अलग है। गुणवत्ता भी अच्छी नहीं है,एचपी माउस खरीदें,2,Negative,General,,,,real
MR-3324,Hindi,मीडिया लोड नहीं किया जा सका. मैंने अमेज़न से ओरिएंट का नया पंखा खरीदा है। इसकी हवा उतनी नहीं है. एक बिस्तर के लिए पर्याप्त. मैं भी इसे कई दिनों से इस्तेमाल कर रहा हूं. इसकी क्वालिटी भी उतनी अच्छी नहीं है.,स्टैंड पंखा जब चलता है तो बहुत शोर करता है। इतना अच्छा नहीं.,2,Negative,General,,,,real
MR-3325,Hindi,ये कलियाँ अच्छी नहीं हैं. पहले 2 महीने यह ठीक से काम करता है। फिर दोष शुरू हो जाते हैं। दोष - 1. बाएं कान की कलियाँ काम नहीं कर रही हैं। 2. कभी-कभी दाहिने कान की कली केस में जुड़ जाती है। 3. हाल ही में दाहिने कान की कलियाँ काम नहीं कर रही हैं। यानी मेरे 2 युग बड काम नहीं कर रहे हैं।,उत्पादन दोष,1,Negative,General,,,,real
MR-3326,Hindi,समग्र सफाई के लिए अच्छा उत्पाद। अच्छी बैटरी लाइफ।,कुल मिलाकर अच्छा उत्पाद,3,Neutral,General,,,,real
MR-3327,Hindi,एक अपवाद के रूप में अच्छा एक,"अच्छा प्रदर्शन, सभी लाइटें काम कर रही हैं",5,Positive,General,,,,real
MR-3328,Hindi,"इस टूथब्रश में पांच मोड, तीन ब्रश हेड और एक रिचार्जेबल बैटरी है जो 4 घंटे के चार्ज पर 25 दिनों तक चलती है। विस्तारित बैटरी जीवन और विभिन्न प्रकार के ब्रशिंग विकल्पों को महत्व देने वालों के लिए यह मेरी शीर्ष अनुशंसा है।",यह कीमत के हिसाब से बहुत अच्छा है।,5,Positive,General,,,,real
MR-3329,Hindi,बहुत अच्छा उत्पाद,बहुत अच्छा वोथिट,5,Positive,General,,,,real
MR-3330,Hindi,डोंगल को जोड़ने के बाद अन्य पोर्ट जोड़ने के लिए कोई जगह नहीं बचती है। हास्यास्पद पैकेजिंग में आता है,"दो बंदरगाहों के बीच का अंतर बहुत छोटा है, इसकी बिल्कुल भी अनुशंसा नहीं की जाती है",2,Negative,General,,,,real
MR-3331,Hindi,"पहली बार चार्ज करने के बाद (पावर बैंक के माध्यम से) वॉच ने अच्छा काम किया। लेकिन, दूसरी बार चार्ज करने के बाद, यह स्वचालित रूप से बंद हो गया और न ही स्विच ऑन हुआ, हालांकि मैंने कई बार स्विच ऑन करने की कोशिश की। अब, अमेज़ॅन के सहयोग के माध्यम से, विक्रेता इसे एक नए उत्पाद के साथ बदलने के लिए सहमत हो गया है। और अब, मैं बिना किसी दोष वाले उत्पाद की उम्मीद कर रहा हूं।",दोषपूर्ण उत्पाद।,1,Negative,General,,,,real
MR-3332,Hindi,"यह उत्पाद भारतीय बाजार में बहुत देर से पेश किया जा रहा है। इसे खरीदना एक जुआ है। फायदा- उपयोग में आसान- मैनुअल तरीके की तुलना में दांतों को बेहतर तरीके से साफ करता है। नुकसान- मैनुअल इसे हमेशा चार्ज पर रखने का सुझाव देता है। एक बार चार्ज करने में ~16 घंटे लगते हैं। और एक सप्ताह तक रहता है. मान लीजिए कि दिन में दो बार 2 मिनट तक ब्रश करना है, तो यह मात्र 25 मिनट का बैकअप है। - बैटरी कम होने पर कोई संकेतक नहीं, ब्रश ब्रश करने के बीच में ही बंद हो जाता है। यदि आप लंबी अवधि के लिए यात्रा कर रहे हैं तो ट्रैक करना मुश्किल हो जाता है। - चार्जिंग पर लगाने पर कोई संकेतक नहीं। कोई यूएसबी चार्जिंग समर्थन नहीं। - ब्रश हेड के लिए कोई रक्षक नहीं, अस्वच्छता महसूस होती है। - ब्रश हेड महंगे हैं और अक्सर अमेज़ॅन पर स्टॉक से बाहर होते हैं। दोषपूर्ण उत्पाद प्राप्त करने वाले लोगों की बहुत सारी समीक्षाएं हैं, और यह वापस नहीं किया जा सकता है। मेरी बैटरी में पहले दिन से ही समस्या थी और एक महीने के उपयोग के बाद चार्ज करना बंद हो गया। सेवा केंद्र बहुत सीमित हैं और उनसे उत्पाद की मरम्मत कराना अपने आप में एक कार्य है।",इसकी अनुशंसा नहीं करूंगा,2,Negative,General,,,,real
MR-3333,Hindi,"मैं पिछले 3 महीनों से इस ट्व्स का उपयोग कर रहा हूं। पहली ध्वनि की गुणवत्ता उत्कृष्ट है. रिच बास और स्पष्ट ध्वनि गुणवत्ता। जब मेरे सैमसंग स्मार्टफोन पर डॉल्बी एटमॉस विकल्प स्विच किया जाता है तो बास और भी अधिक होता है। डॉल्बी एटमॉस को चालू करने के बाद सुनने पर ध्वनि की गुणवत्ता आश्चर्यजनक है। लेकिन एक बात यह है कि यदि आप इस ट्व्स को ऐसे डिवाइस से कनेक्ट करते हैं जो एएसी कोड का समर्थन नहीं करता है तो गुणवत्ता उतनी बढ़िया नहीं है। मेरे पास अनुभव है। जब मैंने इसे अपने वीवो से जोड़ा जो पुराना है और एएसी कोड का समर्थन नहीं करता है, तो सैमसंग की तुलना में ध्वनि उतनी अच्छी नहीं थी। लेकिन मुझे कभी-कभी कुछ समस्याएं आती हैं जैसे कि एक टुकड़ा काम कर रहा है और दूसरा नहीं। लेकिन जब केस में डाला जाता है और दोबारा कनेक्ट किया जाता है तो दोनों काम करते हैं और समस्या हल हो जाती है। लेकिन मुझे कभी-कभी इस समस्या का अनुभव होता है। हालांकि इसका बास अच्छा है लेकिन इसकी ध्वनि भी बहुत स्पष्ट है। मैंने इसमें कुछ फिल्में देखीं, यूट्यूब वीडियो देखे, ज़ूम मीटिंग में भाग लिया आदि।","उत्कृष्ट ध्वनि गुणवत्ता, अच्छा बास, स्पष्ट ध्वनि",5,Positive,General,,,,real
MR-3334,Hindi,"मीडिया लोड नहीं किया जा सका। न खरीदें, मेरा डिवाइस काम करना बंद कर दिया है और भारत में कोई ओरल बी ऑनलाइन रिपेयर सर्विस नहीं है, कोई होम पिकअप उपलब्ध नहीं है। महाराष्ट्र में केवल एक सर्विस सेंटर है जो मुंबई में है, वे हमसे उम्मीद कर रहे हैं कि हम अपने टूथब्रश की मरम्मत के लिए मुंबई जाएँ","5 दिनों के बाद काम करना बंद कर दिया, कोई ऑनलाइन मरम्मत सेवा नहीं",1,Negative,General,,,,real
MR-3335,Hindi,"प्रारंभ में मैं 5 स्टार देता लेकिन, अब मैं ब्रश हेड की तलाश कर रहा हूं और यह कहीं भी नहीं मिल रहा है, साथ ही ब्रश हेड की कीमत जो मैंने पूछी वह बहुत अधिक है, कुल लागत का लगभग 80 प्रतिशत। अब, अच्छी बात गुणवत्ता और बैटरी जीवन है। मुझे ऐसा लगता है कि बैटरी लाइफ 30+ दिन है। हालाँकि मैं अभी भी माइक्रो यूएसबी के बजाय टाइप सी चार्जिंग पोर्ट को प्राथमिकता दूंगा लेकिन, यह ठीक है क्योंकि मुझे इसे महीने में एक बार चार्ज करना होगा।",ब्रश हेड उपलब्ध नहीं हैं,3,Neutral,General,,,,real
MR-3336,Hindi,बोतल का पेंट उतर रहा है इसलिए इसे न खरीदें,उत्पाद का पेंट बरकरार नहीं है,1,Negative,General,,,,real
MR-3337,Hindi,"नीचे से पानी रिस रहा है पानी गर्म करने के लिए, यह केतली बेकार है क्योंकि पानी दो बिंदुओं से बह रहा है, और तत्व अनुभाग से भी हो सकता है यह अत्यधिक जोखिम भरा है, पहले उपयोग के तुरंत बाद दोष देखा गया, कृपया मेरे पैसे वापस कर दें, प्रतिस्थापन में कोई दिलचस्पी नहीं है",नीचे से पानी रिस रहा है,1,Negative,General,,,,real
MR-3338,Hindi,"हालाँकि लुक तो अच्छा है लेकिन परफॉर्मेंस ख़राब है। पंखा लगने के एक साल के भीतर ही इसकी गति धीमी हो गई। सफाई के बाद भी यह वैसा ही है। हमारे क्षेत्र में पूरे वर्ष वोल्टेज औसतन 230V के आसपास रहता है। मैं कहूंगा कि क्रॉम्पटन और उषा जैसे ब्रांड हैवेल्स से कहीं बेहतर हैं। हमें केवल हैवेल्स एमसीबी, स्विच, लाइट ही खरीदनी चाहिए।",1 साल के अंदर पंखे की स्पीड कम हो गई,2,Negative,General,,,,real
MR-3339,Hindi,"बहुत स्टाइलिश, सुंदर और तेज़",पैसा वसूल,5,Positive,General,,,,real
MR-3340,Hindi,रिप्लेसमेंट हेड बहुत महंगे हैं. दूसरे ब्रांड पर स्विच करेंगे.,टाइमर या फिसलन वाला ऑन/ऑफ बटन पसंद नहीं है,2,Negative,General,,,,real
MR-3341,Hindi,ब्लेड के अंदर वाला प्लास्टिक ट्रिम करते-करते ही टूट गया। सबसे खराब उत्पाद... मेरा पुराना सिस्का ट्रिमर अभी भी काम कर रहा है और ये आते ही दाम तोड़ दिया... लौड़े का ट्रिमर,ब्लेड का भीतरी भाग 6 महीने और केवल 10 या 15 उपयोग के भीतर टूट गया।,1,Negative,General,,,,real
MR-3342,Hindi,"दो बोतलें ऑर्डर कीं, एक डिब्बा टूटा हुआ था और बोतल क्षतिग्रस्त थी (बोतल के अंदर काला निशान)",क्षतिग्रस्त आइटम,1,Negative,General,,,,real
MR-3343,Hindi,3 महीने में हाय बंद हो जाएगी,उम्मीद नही थी,3,Neutral,General,,,,real
MR-3344,Hindi,"तस्वीरें ठीक हैं: कभी-कभी कैमरा ऑफ लाइन हो जाता है, घूमता हुआ हुड कभी-कभी एक विशेष दिशा में अटक जाता है, जब उत्पाद सिर घुमाता है तो रगड़ की आवाज भी आती है.. मोशन ट्रैकिंग इतनी अच्छी नहीं है..",सीपी प्लस सीसीटीवी: ठीक उत्पाद,3,Neutral,General,,,,real
MR-3345,Hindi,"हेडफ़ोन की एक जोड़ी के लिए जिसकी कीमत 8k है, आप सोचेंगे कि उन्होंने उस बजट का कुछ हिस्सा निर्माण में लगाया है। इसमें कोई धातु वाला भाग नहीं देखा गया है। जबकि ध्वनि की गुणवत्ता बढ़िया है और ldac के लिए समर्थन अद्भुत है ( और यह काम करता है), शोर रद्द करना न्यूनतम है - यह 'सामान्य' मोड के समान है। हालाँकि, पारदर्शिता मोड बहुत अच्छा है। इसके अलावा, आपके पास कुछ साउंडस्टेज भी हैं - यह पर्याप्त चौड़ा नहीं है, लेकिन ध्यान देने योग्य है। बैटरी जीवन भी बहुत अच्छा है, विशेष रूप से तेज़ चार्जिंग और टाइप-सी - कुछ भी नहीं माँग सकता बेहतर :)किसी व्यक्ति (मेरे) के लिए जो ध्वनि की गुणवत्ता को महत्व देता है, यह साउंडकोर हेडफ़ोन एक अच्छा विकल्प है, हालाँकि, मैं निर्माण गुणवत्ता को भी प्राथमिकता देता हूँ, और यह योग्य नहीं है। इसके अलावा, ईयरपैड काफी उथले हैं और सामग्री सिलिकॉन जैसी है और दिए गए बैग में रखने पर कुछ अजीब निशान बनाते हैं। कुल मिलाकर 6.5 या 7/10",बढ़िया ध्वनि लेकिन बढ़िया निर्माण नहीं,4,Positive,General,,,,real
MR-3346,Hindi,यह सबसे किफायती कीमत पर एक अच्छा उत्पाद है। अंदरूनी जगह भी अच्छी है. लेकिन किसी कारण से जब इसे चलाया जाता है तो यह बहुत ज्यादा आवाज करता है।,अच्छा उत्पाद,3,Neutral,General,,,,real
MR-3347,Hindi,"अब तक अच्छी बैटरी लाइफ है, लेकिन 2 महीने बाद काम करना बंद कर दिया, वारंटी के लिए इसे बढ़ाने पर समीक्षा अपडेट की जाएगी।",अच्छी बैटरी लाइफ,4,Positive,General,,,,real
MR-3348,Hindi,"समीक्षा: मैंने सुना है कि यह समस्या ज्यादातर कॉस्मिक बाइट नियंत्रकों के लिए होती है, यही कारण है कि मैं रेडगियर प्रो के लिए गया, लेकिन अब यह समस्या इसके लिए भी है। और एल/आर ट्रिगर्स के संबंध में, छोटा दबाव बिल्कुल भी पंजीकृत नहीं होता है, लेकिन फिर भी 0 और 1 के बीच का मान सही है, मुझे इस मान को दर्ज करना शुरू करने के लिए थोड़ा और दबाने की जरूरत है, साथ ही पूर्ण दबाने से पहले ही पूरा प्रेस पंजीकृत हो जाता है चालू कर देना। मैंने कल से कई नियंत्रक परीक्षक आज़माए हैं, लेकिन परिणाम वही हैं। एनालॉग ऊपर और दाईं ओर दोनों तरफ चिपक जाता है और एल/आर ट्रिगर के लिए गलत मान और प्रेस समस्या देता है। वैसे भी, मैं इसे नहीं बदल रहा हूँ क्योंकि मैं जानता हूँ कि यदि मैं प्रतिस्थापन (अनुभव) के लिए अनुरोध करूँगा तो मुझे और भी ख़राब नियंत्रक मिलेगा। वैसे भी मैं इसी में फंसा हुआ हूं। और खरीदारों के लिए अन्य जानकारी: वैसे अगर कोई सोच रहा है कि क्या यह विंडोज़ 11 में काम करता है, तो मैं करता हूँ। और यह मेरे द्वारा आज़माए गए अधिकांश एमुलेटरों के लिए काम करता है, जैसे पीसीएक्स2, युज़ू, पीपीएसएसपीपी, आरपीसीएस3 आदि। मैंने डॉल्फ़िन के लिए प्रयास नहीं किया है, लेकिन मुझे यकीन है कि यह काम करेगा क्योंकि डॉल्फ़िन में एक्स-इनपुट लेने के लिए सेटिंग्स हैं।",एनालॉग ट्रिगर और स्टिक मान सटीक नहीं हैं,3,Neutral,General,,,,real
MR-3349,Hindi,"मैंने इसकी यूएसपी ""सुपीरियर एयर डिलीवरी"" के लिए हैवेल्स एम्ब्रोज़ 1200 मिमी सीलिंग फैन खरीदा है। जब मैंने इसे खरीदा, तो पंखा वास्तव में कमरे को ठंडा कर देता था, लेकिन जब इसने काम करना बंद कर दिया और गुवाहाटी के सेवा केंद्र कर्मियों ने इसकी मरम्मत की, तो गति 5 पर भी पंखे का घूमना धीमा हो गया है और यह बिल्कुल भी ठंडा नहीं हो रहा है। मैंने इस मुद्दे को ईमेल के माध्यम से हैवेल्स के समक्ष भी उठाया है और अभी तक कोई प्रतिक्रिया नहीं मिली है। उत्पाद अभी भी वारंटी में है. मैंने उन्हें यह भी बताया कि जब पंखे की मोटर बदली जा रही थी तो उस पर लगा तांबे का तार मूल तांबे के रंग की तुलना में अधिक सुनहरे रंग का था। यह निराशाजनक है कि वे शिकायतों का जवाब नहीं दे रहे हैं और किसी भी ईमेल का जवाब नहीं दे रहे हैं। उत्पाद अच्छा है लेकिन सेवा ख़राब है",ख़राब सर्विसिंग,5,Positive,General,,,,real
MR-3350,Hindi,यह ब्रश मैनुअल ब्रश की तुलना में दांतों को बेहतर साफ करता है। बस एक कमी यह है कि मूल ब्रशटॉप के खराब हो जाने के बाद वह बाजार में मिलने लगता है।,अच्छा बैकअप और प्रभावी सफाई,3,Neutral,General,,,,real
MR-3351,Hindi,"इस प्राइस रेंज में यह स्मार्टफोन अच्छा है, परफॉर्मेंस अच्छी है। मैं कैमरे से निराश हूं, कैमरे की गुणवत्ता औसत है।",कैमरे से संतुष्ट नहीं हूं,2,Negative,General,,,,real
MR-3352,Hindi,"**शीर्षक: ""आसानी से साफ दांत: एक गेम-चेंजर""**मैंने हाल ही में [इलेक्ट्रिकल टूथब्रश मॉडल नाम] पर स्विच किया है, और मैं इसके प्रदर्शन से आश्चर्यचकित हूं। जिस क्षण से मैंने इसका उपयोग करना शुरू किया, मैंने अपने दांतों को कितना साफ और ताज़ा महसूस किया, इसमें एक महत्वपूर्ण अंतर देखा। हिलते हुए बाल कुशलतापूर्वक प्लाक और मलबे को हटा देते हैं, जिससे मेरे मुंह को ऐसा महसूस होता है जैसे मैं दंत चिकित्सक के कार्यालय से बाहर आया हूं। इस टूथब्रश की असाधारण विशेषताओं में से एक इसका सहज डिजाइन है। विभिन्न आवश्यकताओं को पूरा करने के लिए कई ब्रशिंग मोड के साथ, इसका उपयोग करना अविश्वसनीय रूप से आसान है। चाहे मुझे हल्की सफाई चाहिए या गहरा स्क्रब, यह टूथब्रश हर बार मदद करता है। साथ ही, बिल्ट-इन टाइमर यह सुनिश्चित करता है कि मैं अनुशंसित दो मिनट तक ब्रश करूं, जिससे ओरल देखभाल फुलप्रूफ हो जाती है। मैं ओरल बी प्रो एक्सपर्ट इलेक्ट्रिक टूथब्रश की लंबे समय तक चलने वाली बैटरी लाइफ की भी सराहना करता हूं, मैं रिचार्ज करने की आवश्यकता के बिना हफ्तों तक काम कर सकता हूं, जो है यात्रा या व्यस्त जीवनशैली के लिए बिल्कुल सही। चिकना, एर्गोनोमिक हैंडल मेरे हाथ में आराम से फिट बैठता है, जिससे ब्रश करने का अनुभव और भी सुखद हो जाता है। कुल मिलाकर, मैं ओरल बी प्रो एक्सपर्ट इलेक्ट्रिक टूथब्रश की पर्याप्त अनुशंसा नहीं कर सकता। यह मौखिक स्वच्छता में गेम-चेंजर है, जो न्यूनतम प्रयास के साथ बेहतर सफाई प्रदान क",अद्भुत काम करता है!!! ओरल बी प्रो एक्सपर्ट इलेक्ट्रिक टूथब्रश,5,Positive,General,,,,real
MR-3353,Hindi,मुझे यह उत्पाद पसंद है.... अवश्य खरीदें ð¥°,अच्छा उत्पाद.....,4,Positive,General,,,,real
MR-3354,Hindi,"मीडिया लोड नहीं किया जा सका. ध्वनि की गुणवत्ता बहुत अच्छी है और ईयरबड भी बहुत प्रीमियम दिखते हैं लेकिन केस देखने में बहुत प्लास्टिक जैसा लगता है और खरोंच लगने का भी खतरा है। मैं इन्हें पिछले 7 दिनों से उपयोग कर रहा हूं और देखभाल से ऐसा लगता है कि यह 1-2 साल पुराना है, यहां तक ​​कि खरोंच भी बहुत ज्यादा हैं। जब मैंने इसे देखभाल के साथ हर जगह ले जाया, तो बैटरी का अनुभव भी बहुत अच्छा था, मैं उत्पाद से संतुष्ट हूं, मेरी एकमात्र चिंता केस की गुणवत्ता है, अन्यथा इसे इस रेंज में सबसे अच्छे ईयरबड में से एक चुनें।",ध्वनि की गुणवत्ता और प्रीमियम लुक,4,Positive,General,,,,real
MR-3355,Hindi,1. यदि आप सावधान नहीं हैं तो यह लीक हो जाता है2। इसमें बेहद शानदार डिजाइन वाला सिलिकॉन सिपर है जो एक हफ्ते के इस्तेमाल के बाद ही बदबूदार हो जाता है। यह घृणित है और जब आप बोतल से पीते हैं तो इससे सीटी जैसी आवाज आती है,"बोतल जो सीटी बजाती है! समग्र निर्माण के लिए 2 सितारे, कार्यक्षमता के लिए 3 गैर-मौजूद सितारे",2,Negative,General,,,,real
MR-3356,Hindi,बैटरी जीवन बहुत छोटा है,जैसा मैं सोचता हूं वैसा नहीं,3,Neutral,General,,,,real
MR-3357,Hindi,"काफी अच्छी, फास्ट चार्जिंग सपोर्ट के साथ फोन को दो बार चार्ज करने वाली बैटरी और एक फुल चार्ज में आईफोन को तीन बार चार्ज करने वाली बैटरी",बैटरी बैकअप और चार्ज क्षमता अच्छी है,5,Positive,General,,,,real
MR-3358,Hindi,USB केबल USB पोर्ट में ठीक से फिट नहीं होता है,आसान कैरी....!,4,Positive,General,,,,real
MR-3359,Hindi,मैं इसे काफी समय से इस्तेमाल कर रहा हूं. मैंने इसे पहली बार चार्ज करने के बाद अब तक चार्ज नहीं किया है। अच्छा उत्पाद है। कीमत में सर्वोत्तम. उपयोग करने में बहुत आसान और अच्छे ब्लेड हैं। अच्छा किन्तु,प्रयोग करने में आसान,5,Positive,General,,,,real
MR-3360,Hindi,एकमात्र चीज जो मुझे पसंद नहीं आई वह यह है कि मुख्य ब्लेड क्लोज शेव प्रदान नहीं करता है।,चिकना,4,Positive,General,,,,real
MR-3361,Hindi,"मीडिया लोड नहीं किया जा सका. 100% स्टेनलेस स्टील नहीं. मेरी दादी का मारा चेम्बू (गोल और छोटा स्टील का पानी का जग) अधिक टिकाऊ और बेहतर है। इसे संकीर्ण मुँह वाला बताया गया है। लेकिन बहुत असुविधाजनक, भारी टोपी वाला चौड़ा कीट। बहुत महंगा, अन्य ब्रांडों की तरह भी।",गुणवत्ता अच्छी नहीं है. अंदर से हिंडालम की तरह हल्का सफेद दिखता है।,2,Negative,General,,,,real
MR-3362,Hindi,उपयोग करने में अच्छा आसान,अच्छा उत्पाद,5,Positive,General,,,,real
MR-3363,Hindi,ठीक है ð ट्रिमर के लिए लेकिन यदि आप ट्रिम करते हैं तो चार्जिंग का समय बहुत अधिक है लगभग 8 घंटे ताकि आप 1 पर पहले चार्ज कर सकें।,केवल उन लोगों के लिए जो महीने में ट्रिम करते हैं अन्यथा अन्य ट्रिमर का विकल्प अपनाते हैं,4,Positive,General,,,,real
MR-3364,Hindi,माइक की गुणवत्ता औसत। इसकी प्लास्टिक और ध्वनि की गुणवत्ता k है। लेकिन शोर में कोई कमी नहीं। कुल मिलाकर औसत।,औसत गुणवत्ता और ध्वनि।,3,Neutral,General,,,,real
MR-3365,Hindi,"उपयोग के लिए आरामदायक, लेकिन निर्मित गुणवत्ता उतनी अच्छी नहीं है। उपस्थिति भी अच्छी है.",मूल्य सीमा में अच्छा उत्पाद.,3,Neutral,General,,,,real
